5.950452183394707937e-06,7.209125143761784744e-09,4.270000000000000000e+02,1.900000000000000000e+01,0.000000000000000000e+00,9.898347625386055837e-01,5.887050427668610864e-01,8.994664435368291411e-01,0.000000000000000000e+00,3.200000000000000000e+01
4.425402501057674138e-07,3.238845642852275497e-03,3.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,9.863260883191828921e-01,7.027798241781612054e-01,1.042271385087000513e-01,0.000000000000000000e+00,6.400000000000000000e+01
3.479691713632075613e-05,6.104617083510827818e-05,7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.791966748964814338e-01,3.262725714224783413e-01,1.229332364127740385e-01,0.000000000000000000e+00,3.200000000000000000e+01
4.581368572946066143e-06,3.469828515105162785e-05,5.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,9.854133173242070054e-01,1.809114362080316840e-01,8.941265349236255933e-01,0.000000000000000000e+00,6.400000000000000000e+01
1.700445314401656484e-03,3.465625521148581380e-07,7.120000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00,9.454865051580733093e-01,8.824626609914388853e-01,5.042082627049622179e-01,0.000000000000000000e+00,3.200000000000000000e+01
2.367602732540571159e-02,4.009675997056703347e-04,2.700000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,9.889685800273417815e-01,3.254535363658843661e-01,8.258427521789067915e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.751835233919885829e-08,6.974925890472116058e-03,3.400000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,9.833756759751965948e-01,9.605067264610793465e-02,4.450198757829101348e-01,0.000000000000000000e+00,1.600000000000000000e+01
3.928703766184502531e-03,1.112737545781339789e-05,3.910000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,9.262234652814547164e-01,4.839440047049735072e-01,7.431565311682862829e-01,0.000000000000000000e+00,6.400000000000000000e+01
2.225432371094421848e-07,1.027675046588936533e-06,1.200000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,9.416404382291729824e-01,7.848444156026450624e-01,6.405631961414086639e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.388398619500899213e-09,2.783688980409674201e-08,2.390000000000000000e+02,1.500000000000000000e+01,1.000000000000000000e+00,9.504467074790934333e-01,5.199200226991183005e-01,2.346636102844457117e-01,0.000000000000000000e+00,6.400000000000000000e+01
3.232208429445939941e-04,8.909416627326760379e-07,1.500000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,9.891100411284919902e-01,7.097888207994476062e-01,8.540424719500148976e-02,0.000000000000000000e+00,1.600000000000000000e+01
1.225122257727236743e-07,6.062034810687835651e-07,2.180000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00,9.881337393264003621e-01,1.260582612208419051e-01,9.336385956493660210e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.137345289392252025e-04,9.887620573984624850e-02,2.960000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00,9.448435107580362979e-01,9.221283201958788145e-02,3.017682114758714618e-01,0.000000000000000000e+00,1.600000000000000000e+01
7.282290766323235286e-07,1.869417122215406396e-05,6.130000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00,9.274587277297298149e-01,6.862479512070592813e-01,6.693975742751610003e-01,0.000000000000000000e+00,1.600000000000000000e+01
3.541028011588610530e-06,5.727125041205453211e-06,4.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,9.475692148602733456e-01,5.384843471970321982e-01,2.382866157693979692e-01,0.000000000000000000e+00,1.600000000000000000e+01
4.289599779393742123e-06,8.800645832621420417e-02,1.050000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,9.539708150601831083e-01,7.626693413648030218e-01,8.483001821227734163e-02,0.000000000000000000e+00,3.200000000000000000e+01
2.115311512844903704e-07,2.026841877220290694e-04,7.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00,9.112227252786646581e-01,6.861669083276152881e-01,3.134936015284108257e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.070490443873808265e-03,1.668872039186402104e-02,1.430000000000000000e+02,1.300000000000000000e+01,1.000000000000000000e+00,9.452855747340750403e-01,1.304894122382473376e-01,2.528949519962659376e-01,0.000000000000000000e+00,1.600000000000000000e+01
2.521487691748836825e-09,1.897954999013294368e-08,1.800000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,9.478195010448532409e-01,4.253907276495200174e-01,8.712598580312483909e-01,0.000000000000000000e+00,1.600000000000000000e+01
1.865352605253855741e-03,1.103818084312419293e-06,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.745027755800065306e-01,4.440682441353821508e-01,1.469665718405272770e-01,0.000000000000000000e+00,6.400000000000000000e+01
2.483301717354983478e-08,1.748906841670174538e-05,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,9.612049604170385120e-01,5.833171246224092554e-01,5.758099941627151663e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.874686604472056626e-07,6.029507899911152680e-04,4.170000000000000000e+02,1.100000000000000000e+01,0.000000000000000000e+00,9.462880066046472916e-01,6.807816306958349717e-01,8.728498612003275925e-01,0.000000000000000000e+00,6.400000000000000000e+01
3.137246430230739708e-02,4.218979636275873440e-02,4.980000000000000000e+02,1.800000000000000000e+01,1.000000000000000000e+00,9.692064104269217939e-01,2.858226418437074257e-01,7.954193687554738101e-01,0.000000000000000000e+00,6.400000000000000000e+01
2.904225257828057724e-02,2.904757290678929710e-02,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.670712275191366558e-01,1.065669923598964175e-01,7.312839612894943553e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.773474611409950373e-03,1.293939452867278122e-07,8.150000000000000000e+02,1.400000000000000000e+01,1.000000000000000000e+00,9.561830898132860357e-01,2.395484114107639950e-01,9.193336618134203553e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.272661036501967049e-03,5.746825916507475573e-05,7.300000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,9.721150013727262174e-01,8.716083506107552559e-02,8.906062349911254561e-01,0.000000000000000000e+00,1.600000000000000000e+01
2.173848015140077597e-07,3.199702858651256882e-03,5.300000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,9.886167873774547310e-01,8.528316605379440141e-01,8.138168710671509487e-01,0.000000000000000000e+00,6.400000000000000000e+01
3.520661748027845351e-09,3.267165256803521199e-05,1.000000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,9.258319709214984927e-01,4.081568990522815854e-01,4.902534796345405232e-01,0.000000000000000000e+00,3.200000000000000000e+01
9.773923891335201292e-09,2.504562338697484925e-07,3.200000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,9.714854993208327238e-01,1.448460322664209821e-01,1.396274942805154629e-01,0.000000000000000000e+00,6.400000000000000000e+01
1.274418075887337682e-03,1.853390142221063709e-04,7.070000000000000000e+02,1.200000000000000000e+01,1.000000000000000000e+00,9.717644583281956905e-01,1.687877136033645309e-01,7.940959831857689055e-01,0.000000000000000000e+00,3.200000000000000000e+01
2.037065938831753583e-07,2.521241283351543529e-04,3.300000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,9.873642529215600483e-01,3.780085289647508451e-01,6.689086437133627827e-01,0.000000000000000000e+00,3.200000000000000000e+01
1.147955137736755143e-03,9.522520507086057263e-09,3.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,9.826550881677459381e-01,4.387081986172360337e-01,1.350216507133309429e-01,0.000000000000000000e+00,1.600000000000000000e+01
