2.082796394824981689e-01,6.189930168557120638e-01,8.762701053490600245e-01,5.897168379228181490e-01,8.312851125277280762e-01
2.079857140779495239e-01,5.144830510511927413e-01,8.599051054517350412e-01,6.783636684040635911e-01,8.349144082861056360e-01
7.319717854261398315e-02,6.170179161629356646e-01,8.968402174928831183e-01,5.709915078928412546e-01,8.422885145395108131e-01
1.367615312337875366e-01,5.831225467506161442e-01,9.058499706898246462e-01,5.738034377341443282e-01,7.731601752951580142e-01
8.179119974374771118e-02,6.430259266129338958e-01,8.786039158488189171e-01,6.338491108137395136e-01,7.401889377709756079e-01
5.748182907700538635e-02,7.517217177572177444e-01,8.257558754222379394e-01,3.677682052104845334e-01,6.791163792483194683e-01
9.204532951116561890e-02,7.931143767738579875e-01,9.322210366208665278e-01,7.747111266200623625e-01,8.485519453509271504e-01
1.959370076656341553e-01,3.759128948736152886e-01,8.520666167829812343e-01,4.296303536929603206e-01,7.861110690192307793e-01
1.707596033811569214e-01,5.589959280191615365e-01,8.555791360460114348e-01,5.918203285739265240e-01,8.253941892015403958e-01
1.540981233119964600e-01,6.385275597468648145e-01,8.478563501815449266e-01,7.184035498004887055e-01,8.631458601827568522e-01
1.316725760698318481e-01,6.482215531198489700e-01,8.396892440729140095e-01,5.949911898105852970e-01,7.772292652292562831e-01
2.154590785503387451e-01,5.785464519296491526e-01,7.438672115376960825e-01,7.065401451732534754e-01,8.415194290675553912e-01
6.707629561424255371e-01,-2.407923799197746184e-02,-1.940221183728458587e-01,-9.769924388802418702e-02,-2.084276350356583860e-02
7.947368174791336060e-02,5.763308957873176652e-01,9.389746222453563274e-01,5.678896040071502727e-01,8.609872184143321228e-01
9.705370664596557617e-02,4.770741699469980279e-01,9.136810289605769020e-01,6.391565926915658835e-01,8.309508484137110296e-01
7.651819586753845215e-01,nan,nan,nan,nan
7.308716326951980591e-02,4.910539307626312078e-01,8.583976950579024212e-01,5.671905413292124276e-01,8.393870014960691517e-01
7.771477103233337402e-02,6.936846912673934051e-01,9.228408192727718395e-01,6.837249195499348620e-01,8.328547333910796269e-01
3.650221824645996094e-01,-2.621431116782771964e-01,6.567006022282867450e-01,1.903922240392639520e-01,5.158914981985626147e-01
4.371774792671203613e-01,-6.626327627650282492e-01,-2.708068694185247205e-01,-1.669051086658382421e-01,-3.187551718295548175e-01
8.558187633752822876e-02,7.594909045654647528e-01,8.895014153524223310e-01,6.858602920001308778e-01,7.840896319236961842e-01
1.012779399752616882e-01,7.438009073235642976e-01,8.928023245879261882e-01,6.553346451168557962e-01,7.663642042701528379e-01
9.350968152284622192e-02,7.413010440836118597e-01,8.911554053062559211e-01,6.863336619966295959e-01,7.792902726551891313e-01
9.988869726657867432e-02,4.993001881281865506e-01,8.970502099075006175e-01,5.884157213672686071e-01,8.267622846408317905e-01
1.122285574674606323e-01,6.800663435300318138e-01,8.700325664764452238e-01,5.941693059840080782e-01,7.896653918957418083e-01
1.376515924930572510e-01,5.252750396517390508e-01,8.450538644643872388e-01,5.305630482162817518e-01,6.693144858544501918e-01
5.746799707412719727e-02,6.238506648368028484e-01,8.784368249060618972e-01,4.301296558030591743e-01,7.856211123681895447e-01
7.747671008110046387e-02,6.011497156121272667e-01,8.552886835814461630e-01,6.062610509972009565e-01,7.925107370248059002e-01
2.332539707422256470e-01,3.810775465873186829e-01,8.293962243714023685e-01,5.445498728245795617e-01,8.601004388751587459e-01
1.202891767024993896e-01,5.705792058585399396e-01,8.547016052466991365e-01,6.541450914531280469e-01,8.102932901673565169e-01
1.215824782848358154e-01,6.768253444113169204e-01,8.229756019948144541e-01,5.271012317818666304e-01,7.090741198675694079e-01
9.036403149366378784e-02,4.558659138289641310e-01,9.100849384175984103e-01,4.095620443999255511e-01,7.708928829144287009e-01
7.201822400093078613e-01,nan,nan,nan,nan
1.958539038896560669e-01,3.209276685251535310e-01,8.611023748820844093e-01,4.092995217713211176e-01,7.999772779269883616e-01
1.005438715219497681e-01,5.186034984951559679e-01,9.261986054853900141e-01,5.437755409639321025e-01,8.408208727721384612e-01
6.227282062172889709e-02,7.008204720600451632e-01,8.973234655331123744e-01,6.973508695932377766e-01,8.434709592110429810e-01
1.030963063240051270e-01,6.520547625864995256e-01,7.916100852035174995e-01,4.870463588122064258e-01,8.010227711602921907e-01
6.708537340164184570e-01,1.114743959732426848e-02,nan,3.435821952815739516e-02,nan
7.603557705879211426e-01,-2.489655275018061165e-01,4.171686656589303904e-02,-5.833497650742907048e-01,-4.674807877037434611e-01
1.220267191529273987e-01,7.538575106281423244e-01,8.351641505189884018e-01,7.503863925087138620e-01,8.172253771383239940e-01
1.259802430868148804e-01,4.936093531783367627e-01,9.170516332259495140e-01,5.944020436325415657e-01,8.306153948194923142e-01
2.095087468624114990e-01,4.534885475509329855e-01,8.311854629868198341e-01,5.409436937002697343e-01,8.256439434476491313e-01
8.641067892313003540e-02,7.419097629187640930e-01,8.024158799151466237e-01,5.376658068028952187e-01,6.951825144301002624e-01
6.484822183847427368e-02,7.343423389805890933e-01,8.637924882463456910e-01,6.217123852184421873e-01,7.255527197200202227e-01
9.666115790605545044e-02,6.915740676161336031e-01,8.525614340819842596e-01,3.650251675742005042e-01,7.739800761505537530e-01
1.191057115793228149e-01,6.875879773692753494e-01,8.893449639725981015e-01,5.852661144627829826e-01,8.491278612416202076e-01
1.831581890583038330e-01,9.666534475316616859e-02,8.720159010881107786e-01,3.879179834574322250e-01,8.070078529313238214e-01
2.403886318206787109e-01,5.510309460500004836e-02,8.098786884570753353e-01,5.144636735591461285e-01,8.496124997885217134e-01
8.509583771228790283e-02,7.878894758497093642e-01,8.838632021683211493e-01,6.616583544625712632e-01,8.552364153869912444e-01
7.039135694503784180e-02,6.984712378064291682e-01,8.079176406556106693e-01,6.488604213112600938e-01,8.026964107864367204e-01
4.914432168006896973e-01,3.027668805386531797e-02,4.959014174683004650e-02,3.110687664257997809e-01,5.102094815162154795e-01
2.118157595396041870e-01,3.979091058383407709e-01,8.372408139421478879e-01,5.095858250391022137e-01,7.765175141611189158e-01
3.992084041237831116e-02,4.930929134817831350e-01,8.735704482572289598e-01,5.669581733936555068e-01,8.051431128564814355e-01
1.197505369782447815e-01,4.013345366003751580e-01,7.667677960453780361e-01,6.825090182900326319e-01,8.781696195684161044e-01
1.016636639833450317e-01,7.814636022350800459e-01,7.392853309902179815e-01,4.545639667794526551e-01,5.634159116836091608e-01
5.217628926038742065e-02,7.493193884895475998e-01,9.055262398820607128e-01,4.602181338505959007e-01,7.454927477739643482e-01
